molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units
CHEMBL2159921,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1C,IC50,500.0,nM
CHEMBL2171254,C[C@@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,IC50,100000.0,nM
CHEMBL2171253,C[C@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,IC50,2500.0,nM
CHEMBL2171252,C[C@@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,IC50,100000.0,nM
CHEMBL2171251,C[C@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,IC50,46500.0,nM
CHEMBL2171250,C[C@@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,IC50,100000.0,nM
CHEMBL2171249,C[C@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,IC50,5300.0,nM
CHEMBL2171248,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cscn3)c2c1,IC50,100000.0,nM
CHEMBL2171247,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3c[nH]cn3)c2c1,IC50,100000.0,nM
CHEMBL2171246,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,IC50,27800.0,nM
CHEMBL2171245,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)c(Cl)c3)c2c1,IC50,100000.0,nM
CHEMBL2171244,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccccc3Cl)c2c1,IC50,100000.0,nM
CHEMBL2171243,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cccc(Cl)c3)c2c1,IC50,100000.0,nM
CHEMBL2171242,COc1ccc(C(=O)n2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)cc1,IC50,100000.0,nM
CHEMBL2171241,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(F)cc3)c2c1,IC50,100000.0,nM
CHEMBL2171272,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,IC50,72300.0,nM
CHEMBL2171271,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccccc3)c2c1,IC50,100000.0,nM
CHEMBL2171270,CC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,IC50,100000.0,nM
CHEMBL2171269,CCCCCCOC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,IC50,100000.0,nM
CHEMBL2171268,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)NC3CCCCC3)c2c1,IC50,100000.0,nM
CHEMBL2171267,CCCCCCN(C)C(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,IC50,100000.0,nM
CHEMBL2171266,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)Nc3ccc(Cl)cc3)c2c1,IC50,100000.0,nM
CHEMBL2171265,CCCCCCCCNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,IC50,100000.0,nM
CHEMBL2171264,CCCCNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,IC50,100000.0,nM
CHEMBL2171263,CNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,IC50,100000.0,nM
CHEMBL2171262,CCCCCCNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,IC50,100000.0,nM
CHEMBL374646,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(S(=O)(=O)c3ccc(Cl)cc3)c2c1,IC50,100000.0,nM
CHEMBL2171261,CCCCCCS(=O)(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,IC50,100000.0,nM
CHEMBL2171260,COc1ccccc1Cn1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,IC50,100000.0,nM
CHEMBL216986,COc1cccc(Cn2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)c1,IC50,100000.0,nM
CHEMBL2171259,COc1ccc(Cn2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)cc1,IC50,100000.0,nM
CHEMBL2171258,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccc(Cl)cc3)c2c1,IC50,100000.0,nM
CHEMBL2171257,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccc(C#N)cc3)c2c1,IC50,100000.0,nM
CHEMBL2171256,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccccc3)c2c1,IC50,100000.0,nM
CHEMBL2171255,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C)c2c1,IC50,100000.0,nM
CHEMBL2171276,CC(C(=O)Nc1ccccc1)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,IC50,100000.0,nM
CHEMBL2171275,CC(C(=O)NCCO)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,IC50,100000.0,nM
CHEMBL2171274,COC(=O)C(C)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,IC50,100000.0,nM
CHEMBL2171273,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccccc12,IC50,100000.0,nM
CHEMBL2204564,COc1ccc(C(=O)n2nc(C)c3nnc4cc(Cl)c(F)cc4c32)cc1,IC50,10000.0,nM
CHEMBL2204556,Cc1ccc(C(=O)n2nc(C)c3nnc4cc(Cl)c(F)cc4c32)cc1,IC50,12800.0,nM
CHEMBL2234866,Cn1cccc1CCCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,251258.06,nM
CHEMBL2234865,CS(=O)(=O)c1ccc(-c2nc(NCCCc3cccs3)cc(C(F)(F)F)n2)cc1,IC50,826456.5,nM
CHEMBL2234864,CS(=O)(=O)c1ccc(-c2nc(NC3CC=CCC3)cc(C(F)(F)F)n2)cc1,IC50,30395549.56,nM
CHEMBL2261940,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)SC(Br)C2)cc1,IC50,1995262.31,nM
CHEMBL2262934,Cc1c(CC(=O)O)cc(-c2ccccc2)cc1-c1ccccc1,IC50,120000.0,nM
CHEMBL361848,CS(=O)(=O)c1ccc(C=C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,IC50,2000.0,nM
CHEMBL179723,CS(=O)(=O)c1ccc(C=C(c2ccc(F)cc2)c2ccc(F)cc2)cc1,IC50,32000.0,nM
CHEMBL179204,Cc1ccc(C(=Cc2ccc(S(C)(=O)=O)cc2)c2ccc(C)cc2)cc1,IC50,31600.0,nM
CHEMBL2283174,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(Cl)cc2)cc1,IC50,114.0,nM
CHEMBL2283173,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)c(F)c2)cc1,IC50,970.0,nM
CHEMBL2283172,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)cc2)cc1,IC50,32.0,nM
CHEMBL2283171,Cc1ccc(/C(=C/c2ccc(S(C)(=O)=O)cc2)c2ccccc2)cc1,IC50,120.0,nM
CHEMBL2283170,CCCC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(C(C)=O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,IC50,100000.0,nM
CHEMBL2283169,CCCC/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,3300.0,nM
CHEMBL2283168,CC/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,32000.0,nM
CHEMBL2283167,C/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,3600.0,nM
CHEMBL2283166,CCCC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,IC50,360.0,nM
CHEMBL2283165,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(-c3ccc(S(C)(=O)=O)cc3)c2)cc1,IC50,2100.0,nM
CHEMBL2283164,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)cc1,IC50,320.0,nM
CHEMBL2283163,CC(C)Oc1ccc(-c2cccc(/C(=C\c3ccc(S(C)(=O)=O)cc3)C(=O)O)c2)cc1,IC50,100000.0,nM
CHEMBL2283162,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(-c3ccc(F)cc3F)c2)cc1,IC50,100000.0,nM
CHEMBL2283161,CC(C)Oc1ccc(-c2ccc(/C(=C\c3ccc(S(C)(=O)=O)cc3)C(=O)O)cc2)cc1,IC50,320.0,nM
CHEMBL2283160,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(-c3ccc(F)cc3F)cc2)cc1,IC50,320.0,nM
CHEMBL2283159,CC(=O)Nc1ccc(/C(=C\c2ccc(S(C)(=O)=O)cc2)C(=O)O)cc1,IC50,2500.0,nM
CHEMBL2283158,CC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,IC50,1770.0,nM
CHEMBL2283157,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(O)cc2)cc1,IC50,5300.0,nM
CHEMBL407035,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(F)cc2)cc1,IC50,36000.0,nM
CHEMBL2283156,CCCCCCCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,IC50,150.0,nM
CHEMBL2283155,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(Br)c2)cc1,IC50,310.0,nM
CHEMBL405127,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccccc2)cc1,IC50,3000.0,nM
CHEMBL2283154,CC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,IC50,30.0,nM
CHEMBL2283153,CCCCCCC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,IC50,7900.0,nM
CHEMBL2283152,CCCCC(=C(c1ccccc1)c1ccccc1)c1ccccc1,IC50,7900.0,nM
CHEMBL2283151,CS(=O)(=O)c1ccc(C=C(c2ccccc2)c2ccccc2)cc1,IC50,310.0,nM
CHEMBL2283150,CC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,IC50,630.0,nM
CHEMBL2283149,CCCCCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,IC50,2000.0,nM
CHEMBL2283148,CC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,IC50,280.0,nM
CHEMBL2283181,CCCC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,IC50,1000.0,nM
CHEMBL2283180,CCCCCC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,IC50,110.0,nM
CHEMBL2283179,CS(=O)(=O)Nc1ccc(/C(=C(\c2ccccc2)C2CCCCC2)c2ccccc2)cc1,IC50,100000.0,nM
CHEMBL2283178,C/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,IC50,33100.0,nM
CHEMBL2283177,CC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,IC50,1800.0,nM
CHEMBL2283176,CCCC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,IC50,320.0,nM
CHEMBL2283175,CCCCCC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,IC50,30.0,nM
CHEMBL2315327,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1CCNS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)cc1,IC50,3900.0,nM
CHEMBL2315326,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)cc2)cc1,IC50,1100.0,nM
CHEMBL2315325,CN(C)c1cccc2c(S(=O)(=O)NCCNS(=O)(=O)c3ccc(C4=C(c5ccc(Cl)cc5)C(=O)OC4)cc3)cccc12,IC50,7200.0,nM
CHEMBL2311577,CC(C)Cc1ccc(C(C)C(=O)OCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)cc1,IC50,9200.0,nM
CHEMBL2315019,COc1ccc2cc([C@H](C)C(=O)n3c4ccccc4c(=O)c4ccccc43)ccc2c1,IC50,9800.0,nM
CHEMBL2315018,CC(C)Cc1ccc(C(C)C(=O)n2c3ccccc3c(=O)c3ccccc32)cc1,IC50,1800.0,nM
CHEMBL2315017,O=c1c2ccccc2n(CCOS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2ccccc12,IC50,590.0,nM
CHEMBL2315016,CC(=O)Oc1ccccc1C(=O)OCCn1c2ccccc2c(=O)c2ccccc21,IC50,21200.0,nM
CHEMBL2315015,COc1ccc2cc([C@H](C)C(=O)OCCn3c4ccccc4c(=O)c4ccccc43)ccc2c1,IC50,6800.0,nM
CHEMBL2315014,CC(C)Cc1ccc(C(C)C(=O)OCCn2c3ccccc3c(=O)c3ccccc32)cc1,IC50,670.0,nM
CHEMBL2315853,O=C(N[C@H]1CCC[C@@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,IC50,934.0,nM
CHEMBL2315877,O=C(NC1CCCC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,IC50,100000.0,nM
CHEMBL2315854,O=C(N[C@@H]1CCC[C@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,IC50,27400.0,nM
CHEMBL2315855,O=C(N[C@H]1CCC[C@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,IC50,76600.0,nM
CHEMBL2315856,O=C(N[C@H]1CCC[C@@H]1COc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,IC50,33600.0,nM
CHEMBL2315861,O=C(N[C@H]1CC[C@@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,IC50,11100.0,nM
CHEMBL2315860,O=C(N[C@H]1CC[C@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,IC50,10000.0,nM
CHEMBL2333741,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)O)cc1,IC50,6890.0,nM
CHEMBL2333740,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC2)cc1,IC50,8870.0,nM
CHEMBL2333739,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCSCC2)cc1,IC50,8010.0,nM
CHEMBL2333738,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCOCC2)cc1,IC50,1880.0,nM
CHEMBL2333737,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCN(C)CC2)cc1,IC50,5780.0,nM
CHEMBL2333736,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(c3ccccc3)CC2)cc1,IC50,8570.0,nM
CHEMBL2333735,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(Cl)CC2)cc1,IC50,1450.0,nM
CHEMBL2333734,CCC1CCCCN1C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,10280.0,nM
CHEMBL2333733,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CC(C)CC(C)C2)cc1,IC50,1980.0,nM
CHEMBL2334138,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(C)CC2)cc1,IC50,10280.0,nM
CHEMBL2334137,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCC(C)C2)cc1,IC50,7090.0,nM
CHEMBL2334136,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCCC2C)cc1,IC50,6690.0,nM
CHEMBL2334135,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCCC2)cc1,IC50,23160.0,nM
CHEMBL2334134,C=CCN(CC=C)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,8010.0,nM
CHEMBL2334133,CCCCCCN(CCCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,9080.0,nM
CHEMBL2334132,CCCCCN(CCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,16430.0,nM
CHEMBL2334131,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N(CC(C)C)CC(C)C)cc1,IC50,6840.0,nM
CHEMBL2334130,CCCCN(CCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,10080.0,nM
CHEMBL2334129,CCCN(CCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,8060.0,nM
CHEMBL2333755,CCN(CC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,4670.0,nM
CHEMBL2333754,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N(C)C)cc1,IC50,12980.0,nM
CHEMBL2333753,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)Nc2cc(OC)c(OC)c(OC)c2)cc1,IC50,6660.0,nM
CHEMBL2333752,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCN2CCOCC2)cc1,IC50,8920.0,nM
CHEMBL2333751,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCc2ccco2)cc1,IC50,9670.0,nM
CHEMBL2333750,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CCCCC2)cc1,IC50,5090.0,nM
CHEMBL2333749,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CC2)cc1,IC50,12960.0,nM
CHEMBL2333748,CCC(C)NC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,4560.0,nM
CHEMBL2333747,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCC(C)C)cc1,IC50,15090.0,nM
CHEMBL2333746,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)(C)C)cc1,IC50,11120.0,nM
CHEMBL2333745,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)C)cc1,IC50,2010.0,nM
CHEMBL2333744,C#CCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,9080.0,nM
CHEMBL2333743,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCCl)cc1,IC50,1270.0,nM
CHEMBL2333742,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCl)cc1,IC50,1360.0,nM
CHEMBL2334143,CCCCCCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,20090.0,nM
CHEMBL2334142,CCCCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,8990.0,nM
CHEMBL2334141,CCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,1020.0,nM
CHEMBL2334140,CCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,6750.0,nM
CHEMBL2334139,CCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,IC50,12360.0,nM
CHEMBL2337409,Cc1c(CCOCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,IC50,400.0,nM
CHEMBL2337402,Cc1c(CCOCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,IC50,640.0,nM
CHEMBL2347676,CCS(=O)(=O)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,320.0,nM
CHEMBL2347675,CCS(=O)(=O)c1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,310.0,nM
CHEMBL2347674,CCS(=O)(=O)c1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,240.0,nM
CHEMBL2347673,CCSc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,110.0,nM
CHEMBL2347672,CCSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,80.0,nM
CHEMBL2347671,CCSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,50.0,nM
CHEMBL2347670,CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(Cl)cc2)cc1,IC50,310.0,nM
CHEMBL2346675,CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(F)cc2)cc1,IC50,280.0,nM
CHEMBL2347669,CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccccc2)cc1,IC50,280.0,nM
CHEMBL2347668,CSc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,100.0,nM
CHEMBL2347667,CSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,70.0,nM
CHEMBL2347677,CSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,60.0,nM
CHEMBL2380861,CC(=O)/C(=C(\N)c1ccco1)c1ccccc1,IC50,100000.0,nM
CHEMBL2380880,CC(=O)/C(=C(\N)c1ccc(Cl)o1)c1ccccc1,IC50,100000.0,nM
CHEMBL2380879,O=C(O)c1c(-c2ccccc2)noc1-c1ccccc1,IC50,100000.0,nM
CHEMBL1710350,COC(=O)c1c(-c2ccccc2)noc1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380878,O=C(O)c1c(-c2ccc(Cl)o2)noc1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380877,COC(=O)c1c(-c2ccc(Cl)o2)noc1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380876,Cc1onc(-c2ccc(Br)o2)c1-c1ccccc1,IC50,34000.0,nM
CHEMBL2380875,Cc1onc(C2CCCO2)c1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380874,Cc1onc(-c2ccco2)c1-c1ccccc1,IC50,20440.0,nM
CHEMBL2380873,O=C(OCCCO[N+](=O)[O-])c1onc(-c2ccc(Cl)o2)c1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380872,O=C(OCCCN1CCOCC1)c1onc(-c2ccc(Cl)o2)c1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380871,CC(=O)OCc1onc(-c2ccc(Cl)o2)c1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380870,OCc1onc(-c2ccc(Cl)o2)c1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380869,COC(=O)c1onc(-c2ccc(Cl)o2)c1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380868,O=C(O)c1onc(-c2ccc(Cl)o2)c1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380867,Cc1ccc(-c2noc(C)c2-c2ccccc2)o1,IC50,68200.0,nM
CHEMBL2380866,Cc1onc(-c2ccc(Cl)o2)c1-c1ccc(F)cc1,IC50,17200.0,nM
CHEMBL2380865,Cc1onc(-c2ccc(Cl)o2)c1-c1ccccc1F,IC50,100000.0,nM
CHEMBL2380864,FC(F)(F)c1onc(-c2ccc(Cl)o2)c1-c1ccccc1,IC50,100000.0,nM
CHEMBL2380863,Cc1onc(-c2ccccc2Cl)c1-c1ccccc1,IC50,1100.0,nM
CHEMBL2380862,Cc1onc(-c2cccc(Cl)c2)c1-c1ccccc1,IC50,270.0,nM
CHEMBL2387503,O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,IC50,10000.0,nM
CHEMBL2386352,COc1ccc2c(c1)c(CC(=O)O)c(C(F)(F)F)n2C(=O)c1ccc(Cl)cc1,IC50,150.0,nM
CHEMBL2325079,O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(Cl)cc4)cc3o2)CC1,IC50,10000.0,nM
CHEMBL2391052,Cc1c(/C=N\O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,IC50,17300.0,nM
CHEMBL2391048,Cc1c(C=O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,IC50,14800.0,nM
CHEMBL2391054,Cc1c(C#N)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,IC50,1300.0,nM
CHEMBL2398532,COc1ccc(-c2cn(CCc3ccc(S(N)(=O)=O)cc3)nn2)cc1,IC50,27000.0,nM
CHEMBL2398542,Cc1ccc(-c2cn(CCc3ccc(S(N)(=O)=O)cc3)nn2)cc1,IC50,3400.0,nM
CHEMBL2398541,NS(=O)(=O)c1ccc(CCn2cc(-c3ccc(Cl)cc3)nn2)cc1,IC50,170.0,nM
CHEMBL2398540,NS(=O)(=O)c1ccc(CCn2cc(-c3ccc(F)cc3)nn2)cc1,IC50,1000.0,nM
CHEMBL2398539,NS(=O)(=O)c1ccc(CCn2cc(-c3ccccc3)nn2)cc1,IC50,1100.0,nM
CHEMBL2398538,COc1ccc(-c2cn(Cc3ccc(S(N)(=O)=O)cc3)nn2)cc1,IC50,13000.0,nM
CHEMBL2398537,Cc1ccc(-c2cn(Cc3ccc(S(N)(=O)=O)cc3)nn2)cc1,IC50,1200.0,nM
CHEMBL2398536,NS(=O)(=O)c1ccc(Cn2cc(-c3ccc(Cl)cc3)nn2)cc1,IC50,28000.0,nM
CHEMBL2398535,NS(=O)(=O)c1ccc(Cn2cc(-c3ccc(F)cc3)nn2)cc1,IC50,1500.0,nM
CHEMBL2398534,NS(=O)(=O)c1ccc(Cn2cc(-c3ccccc3)nn2)cc1,IC50,6500.0,nM
CHEMBL513185,COc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1,IC50,11000.0,nM
CHEMBL469220,Cc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1,IC50,14000.0,nM
CHEMBL2398533,NS(=O)(=O)c1ccc(-n2cc(-c3ccc(Cl)cc3)nn2)cc1,IC50,1300.0,nM
