molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units
CHEMBL25371,COc1ccc2c(c1)c(CC(=O)NC[C@H](C)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,320.0,nM
CHEMBL283497,NS(=O)(=O)c1ccc(-n2nc(C(=O)Nc3cccc(Cl)c3)cc2-c2ccc(F)cc2)cc1,IC50,56.0,nM
CHEMBL281694,NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccc3c(c2)OCO3)cc1,IC50,24.0,nM
CHEMBL29424,NS(=O)(=O)c1ccc(-n2nc(COCc3ccccc3)cc2-c2ccc(Cl)cc2)cc1,IC50,29.0,nM
CHEMBL279265,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)CC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,170.0,nM
CHEMBL432260,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)CCSC)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,250.0,nM
CHEMBL277006,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,85.0,nM
CHEMBL24288,COC[C@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,IC50,240.0,nM
CHEMBL433427,COc1ccc2c(c1)c(CC(=O)NC(C)(C)CO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,190.0,nM
CHEMBL24363,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)Cc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,220.0,nM
CHEMBL24798,CCC(C)[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,IC50,110.0,nM
CHEMBL274841,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)c[n+]1[O-],IC50,18000.0,nM
CHEMBL281504,N#Cc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,29700.0,nM
CHEMBL280772,Cc1ccc(C)c(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c1,IC50,100000.0,nM
CHEMBL283425,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccncc2)cc1,IC50,64700.0,nM
CHEMBL28216,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)CC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,500.0,nM
CHEMBL29423,COc1ccc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,IC50,100.0,nM
CHEMBL29697,O=[N+]([O-])c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,IC50,100000.0,nM
CHEMBL743,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,IC50,11200.0,nM
CHEMBL282391,CN(C)S(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,IC50,100000.0,nM
CHEMBL26509,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,440.0,nM
CHEMBL441769,COc1ccc2c(c1)c(CC(=O)NC[C@@H](O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,47.0,nM
CHEMBL10042,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(CO)nc2)cc1,IC50,33000.0,nM
CHEMBL281379,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)CCSC)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,1000.0,nM
CHEMBL28084,CS(=O)(=O)c1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,100000.0,nM
CHEMBL30200,CNS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,IC50,100000.0,nM
CHEMBL286256,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cc(Cl)ccc2Cl)cc1,IC50,100000.0,nM
CHEMBL24874,COc1ccc2c(c1)c(CC(=O)N[C@H](C)CO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,170.0,nM
CHEMBL286282,COc1ccc2c(c1)c(CC(=O)NC[C@H](O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,210.0,nM
CHEMBL430728,CS(=O)(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,IC50,100000.0,nM
CHEMBL29576,COC(=O)c1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,IC50,100000.0,nM
CHEMBL25035,CC[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,IC50,130.0,nM
CHEMBL307606,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(C(=O)O)cc2)cc1,IC50,59000.0,nM
CHEMBL28662,FC(F)(F)c1cc(-c2ccccc2)n(-c2ccccc2)n1,IC50,100000.0,nM
CHEMBL25725,COc1ccc2c(c1)c(CC(=O)NCCCO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,220.0,nM
CHEMBL27784,CC[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,IC50,280.0,nM
CHEMBL29847,Cc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)o1,IC50,3290.0,nM
CHEMBL416394,COc1cc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,IC50,100000.0,nM
CHEMBL28545,NS(=O)(=O)c1ccc(-n2nc(C(=O)O)c(Cl)c2-c2ccc(Cl)cc2)cc1,IC50,70000.0,nM
CHEMBL24837,COc1ccc2c(c1)c(CC(=O)NCCCCO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,280.0,nM
CHEMBL25288,CC[C@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,IC50,110.0,nM
CHEMBL72093,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2cccc(C(=O)O)c2)cc1,IC50,100000.0,nM
CHEMBL2115305,COc1ccc2c(c1)c(CC(=O)NN1CCC[C@@H]1CO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,1700.0,nM
CHEMBL2303835,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(CO[C@@H]3O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]3O)nc2)cc1,IC50,33000.0,nM
CHEMBL29333,NC(=O)c1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,100000.0,nM
CHEMBL24957,CC[C@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,IC50,100.0,nM
CHEMBL24349,COC[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,IC50,140.0,nM
CHEMBL440798,NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,IC50,46800.0,nM
CHEMBL406140,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cccnc2)cc1,IC50,45000.0,nM
CHEMBL26915,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,IC50,74900.0,nM
CHEMBL174777,CN1C(O)=C(C(=O)Nc2ccc(Cl)cc2Cl)c2cc(Cl)ccc2S1(=O)=O,IC50,9.0,nM
CHEMBL147165,O=S(=O)(Nc1ccncc1Oc1ccccc1)C(F)(F)F,IC50,400.0,nM
CHEMBL173072,CN1C(O)=C(C(=O)Nc2ccccc2Cl)c2cc(Cl)ccc2S1(=O)=O,IC50,8.0,nM
CHEMBL368468,CN1C(=O)/C(=C(/O)Nc2ccccc2)c2ccccc2C1=O,IC50,170.0,nM
CHEMBL177606,CN1C(O)=C(C(=O)Nc2ccc(F)cc2F)c2cc(Cl)ccc2S1(=O)=O,IC50,300.0,nM
CHEMBL174990,CN1C(=O)/C(=C(/O)Nc2ccc(Cl)cc2)c2ccccc2C1=O,IC50,46.0,nM
CHEMBL367739,Cc1cnc(NC(=O)C2=C(O)c3sccc3S(=O)(=O)N2C)s1,IC50,510.0,nM
CHEMBL177808,CN1C(=O)/C(=C(/O)Nc2ccc(Cl)cc2Cl)c2cc(Cl)ccc2C1=O,IC50,200.0,nM
CHEMBL148542,CS(=O)(=O)Nc1ccncc1Oc1ccccc1,IC50,37500.0,nM
CHEMBL173724,CN1C(O)=C(C(=O)Nc2ccc(Br)cc2Br)c2cc(Cl)ccc2S1(=O)=O,IC50,7.0,nM
CHEMBL367864,Cc1csc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)n1,IC50,830.0,nM
CHEMBL369492,CN1C(O)=C(C(=O)Nc2ccc(Cl)cc2)c2cc(Cl)ccc2S1(=O)=O,IC50,64.0,nM
CHEMBL361563,CS(=O)(=O)Nc1cc2c(cc1Sc1cccc(F)c1F)C(=O)CC2,IC50,50.0,nM
CHEMBL47638,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Cl)cc2)cc1,IC50,30.0,nM
CHEMBL119618,CCCN(C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2)C1CC1,IC50,4000.0,nM
CHEMBL47687,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(N)cc2)cc1,IC50,129.0,nM
CHEMBL45331,Cc1cc(-c2ccc(NS(C)(=O)=O)cc2)n(-c2ccc(Br)cc2)n1,IC50,770.0,nM
CHEMBL418516,CN(C)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(NS(C)(=O)=O)cc2)cc1,IC50,530.0,nM
CHEMBL45387,Cc1cc(-c2ccc(NS(C)(=O)=O)cc2)n(-c2ccc(Cl)cc2)n1,IC50,265.0,nM
CHEMBL104502,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(N=[N+]=[N-])cc2)cc1,IC50,1550.0,nM
CHEMBL331749,CC(C)(C)c1cc(Nc2ccccc2C(=O)O)cc2c1OCC2(C)C,IC50,4000.0,nM
CHEMBL332028,CC(C)(C)c1cc(-c2cn3ccsc3n2)cc2c1OCC2(C)C,IC50,15.0,nM
CHEMBL298031,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(NS(C)(=O)=O)cc2)cc1,IC50,960.0,nM
CHEMBL442548,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(F)cc2)cc1,IC50,760.0,nM
CHEMBL296098,CS(=O)(=O)Nc1ccc(-c2cc(C(F)F)nn2-c2ccc(F)cc2)cc1,IC50,8000.0,nM
CHEMBL47447,CC(=O)Nc1ccc(-c2cc(C)nn2-c2ccc(Br)cc2)cc1,IC50,550.0,nM
CHEMBL119170,CC(C)(C)c1cc(C(=O)NC2CC2)cc2c1OCC2(C)C,IC50,550.0,nM
CHEMBL419947,COCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,30.0,nM
CHEMBL2112567,CC(C)(C)c1cc(/C=C2\CCOC2=O)cc2c1OCC2(C)C,IC50,3.5,nM
CHEMBL43842,CC(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Br)cc2)cc1,IC50,70.0,nM
CHEMBL117615,CCN(C)C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,4500.0,nM
CHEMBL102223,[N-]=[N+]=Nc1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,196.0,nM
CHEMBL118335,CCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,6000.0,nM
CHEMBL297527,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(N)cc2)cc1,IC50,2640.0,nM
CHEMBL119433,CN(C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2)C1CC1,IC50,1000.0,nM
CHEMBL421608,CC1(C)CC(c2cc(C(C)(C)C)c3c(c2)C(C)(C)CO3)=NO1,IC50,200.0,nM
CHEMBL297788,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Br)cc2)cc1,IC50,230.0,nM
CHEMBL45247,CS(=O)(=O)Nc1ccc(-c2cc(C(F)F)nn2-c2ccc(Cl)cc2)cc1,IC50,150.0,nM
CHEMBL119472,CCCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,220.0,nM
CHEMBL326295,CC(C)(C)c1cc(NN2CCC=N2)cc2c1OCC2(C)C,IC50,100000.0,nM
CHEMBL118839,CC(C)(C)c1cc(-c2cccs2)cc2c1OCC2(C)C,IC50,70.0,nM
CHEMBL119720,Cn1cccc1C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,45.0,nM
CHEMBL422075,CC(C)(C)c1cc(C(=N)N2CCCC2)cc2c1OCC2(C)C,IC50,100000.0,nM
CHEMBL122065,CCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,950.0,nM
CHEMBL44319,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccccc2)cc1,IC50,2900.0,nM
CHEMBL119418,CCCCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,250.0,nM
CHEMBL326365,CC(=O)Nc1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,3500.0,nM
CHEMBL332937,CC(C)(C)c1cc(C(=O)c2cccs2)cc2c1OCC2(C)C,IC50,38.0,nM
CHEMBL117911,CC(C)(C)c1cc(/C=C\c2cccs2)cc2c1OCC2(C)C,IC50,35.0,nM
CHEMBL320433,Cc1ccc(-c2cc(C(F)(F)F)n(-c3ccc(N=[N+]=[N-])cc3)n2)cc1,IC50,2630.0,nM
CHEMBL117682,CC(C)(C)c1cc(-c2csc(N=C(N)N)n2)cc2c1OCC2(C)C,IC50,9000.0,nM
CHEMBL326362,CC(C)(C)c1cc(/C=C2/SC(N)=NC2=O)cc2c1OCC2(C)C,IC50,3000.0,nM
CHEMBL309156,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccccc2F)cc1,IC50,6309573.44,nM
CHEMBL306673,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cccc(F)c2)cc1,IC50,1425607.59,nM
CHEMBL70296,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(Cl)cc2)cc1,IC50,936052.05,nM
CHEMBL68972,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cccc(Cl)c2)cc1,IC50,1416772.11,nM
CHEMBL68873,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cc(F)cc(F)c2)cc1,IC50,2343689.1,nM
CHEMBL304793,CCc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)occ(Cl)c2=O)cc1,IC50,720111.92,nM
CHEMBL69683,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)occ(Cl)c2=O)cc1,IC50,6870684.4,nM
CHEMBL1626804,Cc1cc[s+](-c2c(C3CCC(S(C)(=O)=O)CC3)occ(Cl)c2=O)c1,IC50,736037.6,nM
CHEMBL71423,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)occ(Cl)c2=O)cc1,IC50,1760759.34,nM
CHEMBL308692,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(-c3ccccc3)c(F)c2)cc1,IC50,87902.25,nM
CHEMBL69030,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cccnc2)cc1,IC50,7048553.49,nM
CHEMBL306639,CS(=O)(=O)c1ccc(-c2occc(=O)c2-c2ccc(F)cc2)cc1,IC50,2236145.2,nM
CHEMBL69567,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=S)c2-c2ccc(F)cc2)cc1,IC50,835795.45,nM
CHEMBL179512,COc1cc(/C=C/C(O)=C/C(=O)/C=C/c2ccc(O)cc2)ccc1O,IC50,21360.0,nM
CHEMBL105350,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1,IC50,36370.0,nM
CHEMBL180239,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)[nH]n2)ccc1O,IC50,9700.0,nM
CHEMBL361141,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)cc3)[nH]n2)ccc1O,IC50,15450.0,nM
CHEMBL178383,Oc1ccc(/C=C/c2cc(/C=C/c3ccc(O)cc3)[nH]n2)cc1,IC50,32410.0,nM
CHEMBL181529,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,IC50,10710.0,nM
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,11060.0,nM
CHEMBL182033,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)cc3)on2)ccc1O,IC50,18960.0,nM
CHEMBL153,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,IC50,13100.0,nM
CHEMBL72352,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccccc2)cc1,IC50,1080936.05,nM
CHEMBL68866,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(F)cc2)cc1,IC50,1478427.39,nM
CHEMBL67759,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(F)cc2F)cc1,IC50,1386117.35,nM
CHEMBL70264,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(F)c(F)c2)cc1,IC50,1234809.61,nM
CHEMBL329688,COc1ccc(C2SCC(=O)N2CCN2C(=O)CSC2c2ccc(OC)cc2)cc1,IC50,1120.0,nM
CHEMBL362149,Cc1cc(=O)c(Oc2ccc(Cl)cc2Cl)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,3380.65,nM
CHEMBL183279,COc1ccc(Sc2c(C#N)[nH]c3cc(S(C)(=O)=O)ccc23)c(Cl)c1,IC50,330.0,nM
CHEMBL362290,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1,IC50,20.0,nM
CHEMBL363767,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1F,IC50,770.0,nM
CHEMBL184281,COc1ccc(Sc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,IC50,470.0,nM
CHEMBL183653,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccn1,IC50,1780.0,nM
CHEMBL362138,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1,IC50,80.0,nM
CHEMBL183970,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1F,IC50,260.0,nM
CHEMBL185528,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(Cl)cc1,IC50,260.0,nM
CHEMBL442036,COc1ccc(Cc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,IC50,270.0,nM
CHEMBL363756,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccccc1Cl,IC50,70.0,nM
CHEMBL183930,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1[S+]([O-])c1ccc(F)cc1,IC50,40000.0,nM
CHEMBL366306,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1S(=O)(=O)c1ccc(F)cc1,IC50,40000.0,nM
CHEMBL184039,COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1,IC50,800.0,nM
CHEMBL185246,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(C(=O)O)[nH]c2c1,IC50,40000.0,nM
CHEMBL366121,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(C(N)=O)[nH]c2c1,IC50,1210.0,nM
CHEMBL433585,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(C#N)[nH]c2c1,IC50,1010.0,nM
CHEMBL183101,COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1F,IC50,380.0,nM
CHEMBL363741,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3F)c(C(N)=O)[nH]c2c1,IC50,2240.0,nM
CHEMBL184436,CNC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1F,IC50,40000.0,nM
CHEMBL184764,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3F)c(C#N)[nH]c2c1,IC50,940.0,nM
CHEMBL183294,CS(=O)(=O)c1ccc2c(Sc3ccccc3Cl)c(C#N)[nH]c2c1,IC50,130.0,nM
CHEMBL362093,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(F)cc1,IC50,30.0,nM
CHEMBL184022,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(CO)[nH]c2c1,IC50,420.0,nM
CHEMBL365436,CC(=O)OCc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccc1Cl,IC50,40000.0,nM
CHEMBL359563,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(F)cc1F,IC50,110.0,nM
CHEMBL184075,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(Cl)cc1,IC50,300.0,nM
CHEMBL433756,COc1ccc(Oc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,IC50,200.0,nM
CHEMBL183178,COc1ccc(Oc2c(C)[nH]c3cccc(S(C)(=O)=O)c23)cc1,IC50,200.0,nM
CHEMBL360343,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(Cl)cc1Cl,IC50,110.0,nM
CHEMBL361055,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1C(=O)c1ccc(F)cc1,IC50,660.0,nM
CHEMBL264503,CS(=O)(=O)Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccc1Cl,IC50,40000.0,nM
CHEMBL183977,COc1ccc(C(=O)c2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,IC50,1090.0,nM
CHEMBL183088,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)cc2)cc1,IC50,14.13,nM
CHEMBL185163,NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)cc2)cc1,IC50,3.981,nM
CHEMBL185420,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)c(Cl)c2)cc1,IC50,10.0,nM
CHEMBL362779,NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)c(Cl)c2)cc1,IC50,1.995,nM
CHEMBL188071,Cc1cc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)ccc1F,IC50,5.012,nM
CHEMBL365301,Cc1cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)ccc1F,IC50,1.995,nM
CHEMBL365252,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1F,IC50,20.89,nM
CHEMBL182820,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1F,IC50,12.88,nM
CHEMBL185407,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,19.05,nM
CHEMBL184122,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,12.88,nM
CHEMBL359586,COc1c(Cl)cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,20.89,nM
CHEMBL184498,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1C,IC50,12.88,nM
CHEMBL184341,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,IC50,5.012,nM
CHEMBL364166,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1OC,IC50,338.84,nM
CHEMBL184327,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1OC,IC50,64.57,nM
CHEMBL183515,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCO3)cc1,IC50,12.02,nM
CHEMBL365883,NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCO3)cc1,IC50,3.981,nM
CHEMBL365622,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1,IC50,6.918,nM
CHEMBL184076,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1,IC50,3.981,nM
CHEMBL362137,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,12.88,nM
CHEMBL185547,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,3.02,nM
CHEMBL184389,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1C,IC50,22.91,nM
CHEMBL184375,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,IC50,5.012,nM
CHEMBL182695,Cc1cc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)ccc1Cl,IC50,6.026,nM
CHEMBL185196,Cc1cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)ccc1Cl,IC50,3.02,nM
CHEMBL364598,CN(C)c1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,7.943,nM
CHEMBL363270,CN(C)c1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,6.026,nM
CHEMBL365890,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCCO3)cc1,IC50,338.84,nM
CHEMBL186634,NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCCO3)cc1,IC50,32.36,nM
CHEMBL184145,CS(=O)(=O)c1ccc(-c2ccc(Cl)c(Cl)c2-c2ccc(F)cc2)cc1,IC50,239.88,nM
CHEMBL365060,CS(=O)(=O)c1ccc(-c2ccc3c(c2-c2ccc(F)cc2)OCO3)cc1,IC50,83.18,nM
CHEMBL363102,CS(=O)(=O)c1ccc(-c2c(-c3cccc(F)c3)nn3ncccc23)cc1,IC50,34.0,nM
CHEMBL365865,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)nn3ncccc23)cc1,IC50,2.0,nM
CHEMBL361472,Cc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,17.0,nM
CHEMBL359775,COc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,10.0,nM
CHEMBL366102,NS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3ncccc23)cc1,IC50,10.0,nM
CHEMBL186632,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,0.44,nM
